Sample_Time,Sample_Year,Site,PSP,TREE_ID,SPCD,STAT_new,DBH_cm,TLHT_m,CRCL,PREVDBH_cm,PREVTLHT_m,PREVCRCL,STAT,DBH_live,TLHT_live,CRCL_live
4,2012,1031,10093,107365,4,0,18.034,16.764,2,17.6276,15.8496,,0,18.034,16.764,2
1,1997,1031,10093,107366,4,0,11.3792,12.4968,2,,,,0,11.3792,12.4968,2
2,2002,1031,10093,107366,4,0,11.557,12.8016,3,11.3792,12.4968,,0,11.557,12.8016,3
3,2007,1031,10093,107366,4,0,11.684,10.668,3,11.557,12.8016,,0,11.684,10.668,3
1,1997,1031,10093,107367,4,0,15.0368,14.6304,2,,,,0,15.0368,14.6304,2
2,2002,1031,10093,107367,4,0,15.4686,14.9352,2,15.0368,14.6304,,0,15.4686,14.9352,2
3,2007,1031,10093,107367,4,0,15.5448,15.24,2,15.4686,14.9352,,0,15.5448,15.24,2
1,1997,1031,10093,107368,4,0,10.922,14.9352,2,,,,0,10.922,14.9352,2
2,2002,1031,10093,107368,4,0,11.4046,14.9352,3,10.922,14.9352,,0,11.4046,14.9352,3
3,2007,1031,10093,107368,4,0,11.7094,15.24,2,11.4046,14.9352,,0,11.7094,15.24,2
1,1997,1031,10093,107373,4,0,15.0368,14.9352,2,,,,0,15.0368,14.9352,2
2,2002,1031,10093,107373,4,0,16.129,15.24,2,15.0368,14.9352,,0,16.129,15.24,2
3,2007,1031,10093,107373,4,0,16.7894,15.8496,2,16.129,15.24,,0,16.7894,15.8496,2
4,2012,1031,10093,107373,4,0,17.4752,15.8496,2,16.7894,15.8496,,0,17.4752,15.8496,2
1,1997,1031,10093,107374,4,0,17.1196,13.716,2,,,,0,17.1196,13.716,2
2,2002,1031,10093,107374,4,0,17.78,14.6304,2,17.1196,13.716,,0,17.78,14.6304,2
3,2007,1031,10093,107374,4,0,18.3896,14.9352,2,17.78,14.6304,,0,18.3896,14.9352,2
4,2012,1031,10093,107374,4,0,18.9484,15.24,2,18.3896,14.9352,,0,18.9484,15.24,2
1,1997,1031,10093,107375,4,0,9.271,9.144,3,,,,0,9.271,9.144,3
2,2002,1031,10093,107375,4,0,9.3726,9.4488,3,9.271,9.144,,0,9.3726,9.4488,3
3,2007,1031,10093,107375,4,0,9.6012,9.7536,3,9.3726,9.4488,,0,9.6012,9.7536,3
1,1997,1031,10093,107376,4,0,7.112,7.62,4,,,,0,7.112,7.62,4
2,2002,1031,10093,107376,4,0,7.2136,7.62,3,7.112,7.62,,0,7.2136,7.62,3
1,1997,1031,10093,107377,4,0,21.7678,15.5448,1,,,,0,21.7678,15.5448,1
2,2002,1031,10093,107377,4,0,22.733,15.8496,2,21.7678,15.5448,,0,22.733,15.8496,2
3,2007,1031,10093,107377,4,0,23.2156,16.4592,2,22.733,15.8496,,0,23.2156,16.4592,2
4,2012,1031,10093,107377,4,0,23.9014,17.3736,2,23.2156,16.4592,,0,23.9014,17.3736,2
1,1997,1031,10093,107378,4,0,7.2898,8.8392,3,,,,0,7.2898,8.8392,3
2,2002,1031,10093,107378,4,0,7.493,9.144,3,7.2898,8.8392,,0,7.493,9.144,3
3,2007,1031,10093,107378,4,0,7.62,9.144,3,7.493,9.144,,0,7.62,9.144,3
4,2012,1031,10093,107378,4,0,7.6708,8.5344,3,7.62,9.144,,0,7.6708,8.5344,3
1,1997,1031,10093,107379,4,0,17.4498,13.716,2,,,,0,17.4498,13.716,2
2,2002,1031,10093,107379,4,0,17.9578,14.0208,2,17.4498,13.716,,0,17.9578,14.0208,2
3,2007,1031,10093,107379,4,0,18.2372,14.6304,2,17.9578,14.0208,,0,18.2372,14.6304,2
4,2012,1031,10093,107379,4,0,18.288,14.6304,2,18.2372,14.6304,,0,18.288,14.6304,2
1,1997,1031,10093,107381,4,0,10.16,12.192,3,,,,0,10.16,12.192,3
2,2002,1031,10093,107381,4,0,10.5156,12.192,3,10.16,12.192,,0,10.5156,12.192,3
1,1997,1031,10093,107382,4,0,15.1892,14.0208,2,,,,0,15.1892,14.0208,2
2,2002,1031,10093,107382,4,0,16.129,14.6304,2,15.1892,14.0208,,0,16.129,14.6304,2
3,2007,1031,10093,107382,4,0,16.637,14.9352,2,16.129,14.6304,,0,16.637,14.9352,2
4,2012,1031,10093,107382,4,0,16.9164,14.9352,2,16.637,14.9352,,0,16.9164,14.9352,2
1,1997,1031,10093,107383,4,0,12.6746,12.8016,2,,,,0,12.6746,12.8016,2
2,2002,1031,10093,107383,4,0,13.208,13.4112,2,12.6746,12.8016,,0,13.208,13.4112,2
1,1997,1031,10093,107384,4,0,6.0198,6.096,4,,,,0,6.0198,6.096,4
2,2002,1031,10093,107384,4,0,6.096,5.7912,4,6.0198,6.096,,0,6.096,5.7912,4
1,1997,1031,10093,107385,4,0,8.255,9.4488,4,,,,0,8.255,9.4488,4
2,2002,1031,10093,107385,4,0,8.4582,10.0584,3,8.255,9.4488,,0,8.4582,10.0584,3
3,2007,1031,10093,107385,4,0,8.6106,10.3632,3,8.4582,10.0584,,0,8.6106,10.3632,3
4,2012,1031,10093,107385,4,0,8.7884,11.2776,3,8.6106,10.3632,,0,8.7884,11.2776,3
1,1997,1031,10093,107386,4,0,13.0048,13.716,2,,,,0,13.0048,13.716,2
2,2002,1031,10093,107386,4,0,13.716,14.0208,2,13.0048,13.716,,0,13.716,14.0208,2
3,2007,1031,10093,107386,4,0,14.0716,15.24,2,13.716,14.0208,,0,14.0716,15.24,2
1,1997,1031,10093,107387,4,0,11.2268,13.4112,2,,,,0,11.2268,13.4112,2
2,2002,1031,10093,107387,4,0,11.811,13.4112,3,11.2268,13.4112,,0,11.811,13.4112,3
3,2007,1031,10093,107387,4,0,11.8364,14.0208,2,11.811,0,,0,11.8364,14.0208,2
4,2012,1031,10093,107387,4,0,12.192,14.3256,2,11.8364,14.0208,,0,12.192,14.3256,2
1,1997,1031,10093,107388,4,0,26.924,16.1544,2,,,,0,26.924,16.1544,2
2,2002,1031,10093,107388,4,0,27.0002,17.3736,2,26.924,16.1544,,0,27.0002,17.3736,2
1,1997,1031,10093,107389,4,0,22.352,14.6304,2,,,,0,22.352,14.6304,2
2,2002,1031,10093,107389,4,0,23.0124,15.24,2,22.352,14.6304,,0,23.0124,15.24,2
3,2007,1031,10093,107389,4,0,23.3934,15.24,2,23.0124,15.24,,0,23.3934,15.24,2
4,2012,1031,10093,107389,4,0,23.876,14.6304,2,23.3934,15.24,,0,23.876,14.6304,2
1,1997,1031,10093,107390,4,0,37.4142,14.0208,1,,,,0,37.4142,14.0208,1
1,1997,1031,10093,107391,4,0,15.621,14.6304,2,,,,0,15.621,14.6304,2
2,2002,1031,10093,107391,4,0,16.256,15.8496,2,15.621,14.6304,,0,16.256,15.8496,2
3,2007,1031,10093,107391,4,0,16.8656,15.8496,2,16.256,15.8496,,0,16.8656,15.8496,2
1,1997,1031,10093,107392,4,0,9.5758,10.9728,3,,,,0,9.5758,10.9728,3
2,2002,1031,10093,107392,4,0,9.5758,11.5824,3,9.5758,10.9728,,0,9.5758,11.5824,3
1,1997,1031,10093,107393,4,0,18.6182,14.9352,2,,,,0,18.6182,14.9352,2
2,2002,1031,10093,107393,4,0,18.923,16.4592,2,18.6182,14.9352,,0,18.923,16.4592,2
1,1997,1031,10093,107396,4,0,18.4404,15.5448,2,,,,0,18.4404,15.5448,2
2,2002,1031,10093,107396,4,0,19.4818,16.1544,2,18.4404,15.5448,,0,19.4818,16.1544,2
3,2007,1031,10093,107396,4,0,20.2184,16.764,2,19.4818,16.1544,,0,20.2184,16.764,2
4,2012,1031,10093,107396,4,0,20.8534,16.764,2,20.2184,16.764,,0,20.8534,16.764,2
1,1997,1031,10093,107398,4,0,10.4902,10.3632,3,,,,0,10.4902,10.3632,3
2,2002,1031,10093,107398,4,0,10.7188,10.3632,3,10.4902,10.3632,,0,10.7188,10.3632,3
3,2007,1031,10093,107398,4,0,10.7696,10.3632,4,10.7188,10.3632,,0,10.7696,10.3632,4
4,2012,1031,10093,107398,4,0,10.795,9.7536,3,10.7696,10.3632,,0,10.795,9.7536,3
1,1997,1031,10093,107399,4,0,8.9408,9.7536,3,,,,0,8.9408,9.7536,3
2,2002,1031,10093,107399,4,0,9.144,10.0584,3,8.9408,9.7536,,0,9.144,10.0584,3
3,2007,1031,10093,107399,4,0,9.1694,10.0584,4,9.144,10.0584,,0,9.1694,10.0584,4
4,2012,1031,10093,107399,4,0,9.3218,8.2296,3,9.1694,10.0584,,0,9.3218,8.2296,3
1,1997,1031,10093,107400,4,0,7.5184,7.62,4,,,,0,7.5184,7.62,4
2,2002,1031,10093,107400,4,0,7.6454,6.096,4,7.5184,7.62,,0,7.6454,6.096,4
1,1997,1031,10093,107401,4,0,9.271,10.668,3,,,,0,9.271,10.668,3
2,2002,1031,10093,107401,4,0,9.4234,10.9728,3,9.271,10.668,,0,9.4234,10.9728,3
3,2007,1031,10093,107401,4,0,9.6012,10.9728,3,9.4234,10.9728,,0,9.6012,10.9728,3
1,1997,1031,10093,107402,4,0,13.2588,12.8016,2,,,,0,13.2588,12.8016,2
2,2002,1031,10093,107402,4,0,13.8176,13.4112,3,13.2588,12.8016,,0,13.8176,13.4112,3
3,2007,1031,10093,107402,4,0,14.1478,13.716,2,13.8176,13.4112,,0,14.1478,13.716,2
1,1997,1031,10093,107403,4,0,12.6238,10.3632,2,,,,0,12.6238,10.3632,2
2,2002,1031,10093,107403,4,0,13.6398,10.9728,3,12.6238,10.3632,,0,13.6398,10.9728,3
3,2007,1031,10093,107403,4,0,14.224,10.9728,2,13.6398,10.9728,,0,14.224,10.9728,2
1,1997,1032,10094,107405,4,0,21.9456,16.4592,2,,,,0,21.9456,16.4592,2
2,2002,1032,10094,107405,4,0,22.4282,16.4592,2,21.9456,16.4592,,0,22.4282,16.4592,2
3,2007,1032,10094,107405,4,0,22.86,17.9832,2,22.4282,16.4592,,0,22.86,17.9832,2
4,2012,1032,10094,107405,4,0,23.4442,17.9832,2,22.86,17.9832,,0,23.4442,17.9832,2
1,1997,1032,10094,107406,4,0,21.7678,17.0688,2,,,,0,21.7678,17.0688,2
2,2002,1032,10094,107406,4,0,22.9362,18.288,2,21.7678,17.0688,,0,22.9362,18.288,2
3,2007,1032,10094,107406,4,0,23.5712,17.3736,2,22.9362,18.288,,0,23.5712,17.3736,2
4,2012,1032,10094,107406,4,0,24.003,18.5928,2,23.5712,17.3736,,0,24.003,18.5928,2
1,1997,1032,10094,107407,4,0,20.828,15.24,2,,,,0,20.828,15.24,2
2,2002,1032,10094,107407,4,0,21.971,15.8496,2,20.828,15.24,,0,21.971,15.8496,2
1,1997,1032,10094,107408,4,0,30.1244,14.0208,1,,,,0,30.1244,14.0208,1
2,2002,1032,10094,107408,4,0,31.0896,16.1544,1,30.1244,14.0208,,0,31.0896,16.1544,1
3,2007,1032,10094,107408,4,0,32.1564,17.3736,1,31.0896,16.1544,,0,32.1564,17.3736,1
4,2012,1032,10094,107408,4,0,33.2486,17.9832,2,32.1564,17.3736,,0,33.2486,17.9832,2
1,1997,1032,10094,107409,4,0,9.9568,9.7536,3,,,,0,9.9568,9.7536,3
1,1997,1032,10094,107410,4,0,20.1168,14.9352,2,,,,0,20.1168,14.9352,2
2,2002,1032,10094,107410,4,0,20.828,15.8496,2,20.1168,14.9352,,0,20.828,15.8496,2
3,2007,1032,10094,107410,4,0,21.082,16.4592,2,20.828,15.8496,,0,21.082,16.4592,2
1,1997,1032,10094,107411,4,0,11.4046,13.1064,3,,,,0,11.4046,13.1064,3
2,2002,1032,10094,107411,4,0,11.8618,13.1064,3,11.4046,13.1064,,0,11.8618,13.1064,3
3,2007,1032,10094,107411,4,0,12.2936,15.24,3,11.8618,13.1064,,0,12.2936,15.24,3
1,1997,1032,10094,107413,4,0,21.9964,17.0688,2,,,,0,21.9964,17.0688,2
2,2002,1032,10094,107413,4,0,22.733,17.6784,2,21.9964,17.0688,,0,22.733,17.6784,2
3,2007,1032,10094,107413,4,0,23.3426,16.764,2,22.733,17.6784,,0,23.3426,16.764,2
4,2012,1032,10094,107413,4,0,24.1046,16.764,2,23.3426,16.764,,0,24.1046,16.764,2
1,1997,1032,10094,107414,4,0,16.891,14.6304,3,,,,0,16.891,14.6304,3
2,2002,1032,10094,107414,4,0,17.3736,14.6304,3,16.891,14.6304,,0,17.3736,14.6304,3
3,2007,1032,10094,107414,4,0,17.5006,15.5448,2,17.3736,14.6304,,0,17.5006,15.5448,2
1,1997,1032,10094,107415,4,0,15.5448,16.1544,2,,,,0,15.5448,16.1544,2
2,2002,1032,10094,107415,4,0,16.002,17.3736,2,15.5448,16.1544,,0,16.002,17.3736,2
3,2007,1032,10094,107415,4,0,16.1036,18.5928,2,16.002,17.3736,,0,16.1036,18.5928,2
4,2012,1032,10094,107415,4,0,16.4592,19.5072,2,16.1036,18.5928,,0,16.4592,19.5072,2
1,1997,1032,10094,107416,4,0,16.6116,12.8016,3,,,,0,16.6116,12.8016,3
2,2002,1032,10094,107416,4,0,17.018,16.1544,3,16.6116,12.8016,,0,17.018,16.1544,3
4,2012,1032,10094,107416,4,0,17.5006,15.24,3,17.272,0,,0,17.5006,15.24,3
1,1997,1032,10094,107417,4,0,16.1036,15.24,3,,,,0,16.1036,15.24,3
2,2002,1032,10094,107417,4,0,16.764,16.1544,3,16.1036,15.24,,0,16.764,16.1544,3
3,2007,1032,10094,107417,4,0,17.018,17.0688,2,16.764,16.1544,,0,17.018,17.0688,2
4,2012,1032,10094,107417,4,0,17.399,17.0688,2,17.018,17.0688,,0,17.399,17.0688,2
1,1997,1032,10094,107418,4,0,17.0434,15.8496,3,,,,0,17.0434,15.8496,3
2,2002,1032,10094,107418,4,0,17.399,18.288,3,17.0434,15.8496,,0,17.399,18.288,3
3,2007,1032,10094,107418,4,0,17.5006,15.5448,3,17.399,18.288,,0,17.5006,15.5448,3
1,1997,1032,10094,107419,4,0,19.1008,15.24,2,,,,0,19.1008,15.24,2
2,2002,1032,10094,107419,4,0,19.6342,15.8496,2,19.1008,15.24,,0,19.6342,15.8496,2
1,1997,1032,10094,107420,4,0,16.8148,14.6304,2,,,,0,16.8148,14.6304,2
2,2002,1032,10094,107420,4,0,17.145,17.3736,2,16.8148,14.6304,,0,17.145,17.3736,2
1,1997,1032,10094,107421,4,0,18.7198,16.764,2,,,,0,18.7198,16.764,2
2,2002,1032,10094,107421,4,0,19.177,15.24,2,18.7198,16.764,,0,19.177,15.24,2
1,1997,1032,10094,107422,4,0,20.0406,15.5448,2,,,,0,20.0406,15.5448,2
2,2002,1032,10094,107422,4,0,20.701,16.4592,2,20.0406,15.5448,,0,20.701,16.4592,2
3,2007,1032,10094,107422,4,0,20.828,18.288,2,20.701,16.4592,,0,20.828,18.288,2
1,1997,1032,10094,107423,4,0,20.7772,14.9352,3,,,,0,20.7772,14.9352,3
2,2002,1032,10094,107423,4,0,21.1074,14.9352,2,20.7772,14.9352,,0,21.1074,14.9352,2
1,1997,1032,10094,107425,4,0,24.4094,16.764,1,,,,0,24.4094,16.764,1
2,2002,1032,10094,107425,4,0,25.273,17.6784,2,24.4094,16.764,,0,25.273,17.6784,2
3,2007,1032,10094,107425,4,0,25.781,17.9832,2,25.273,17.6784,,0,25.781,17.9832,2
4,2012,1032,10094,107425,4,0,26.4414,19.5072,2,25.781,17.9832,,0,26.4414,19.5072,2
1,1997,1032,10094,107427,4,0,23.6474,17.6784,1,,,,0,23.6474,17.6784,1
2,2002,1032,10094,107427,4,0,25.1968,15.8496,2,23.6474,17.6784,,0,25.1968,15.8496,2
3,2007,1032,10094,107427,4,0,25.6794,16.764,2,25.1968,15.8496,,0,25.6794,16.764,2
4,2012,1032,10094,107427,4,0,26.3906,17.9832,2,25.6794,16.764,,0,26.3906,17.9832,2
1,1997,1032,10094,107428,4,0,24.5364,14.6304,1,,,,0,24.5364,14.6304,1
2,2002,1032,10094,107428,4,0,25.4508,14.9352,2,24.5364,14.6304,,0,25.4508,14.9352,2
3,2007,1032,10094,107428,4,0,25.8826,15.5448,2,25.4508,14.9352,,0,25.8826,15.5448,2
4,2012,1032,10094,107428,4,0,26.3652,16.764,2,25.8826,15.5448,,0,26.3652,16.764,2
1,1997,1032,10094,107431,4,0,15.494,14.3256,2,,,,0,15.494,14.3256,2
2,2002,1032,10094,107431,4,0,16.6116,14.6304,2,15.494,14.3256,,0,16.6116,14.6304,2
3,2007,1032,10094,107431,4,0,17.272,15.5448,2,16.6116,14.6304,,0,17.272,15.5448,2
4,2012,1032,10094,107431,4,0,17.6784,16.764,2,17.272,15.5448,,0,17.6784,16.764,2
1,1997,1032,10094,107440,4,0,11.303,12.192,3,,,,0,11.303,12.192,3
3,2007,1032,10094,107440,4,0,11.5062,11.8872,3,11.4554,0,,0,11.5062,11.8872,3
1,1997,1032,10095,107487,4,0,9.9822,10.668,3,,,,0,9.9822,10.668,3
2,2002,1032,10095,107487,4,0,10.1092,12.4968,3,9.9822,10.668,,0,10.1092,12.4968,3
1,1997,1032,10095,107506,4,0,28.9814,16.764,1,,,,0,28.9814,16.764,1
2,2002,1032,10095,107506,4,0,29.845,16.764,1,28.9814,16.764,,0,29.845,16.764,1
1,1997,1032,10095,107509,4,0,9.0932,10.0584,4,,,,0,9.0932,10.0584,4
2,2002,1032,10095,107509,4,0,9.271,10.3632,3,9.0932,10.0584,,0,9.271,10.3632,3
1,1997,1032,10095,107452,4,0,20.2438,17.3736,2,,,,0,20.2438,17.3736,2
2,2002,1032,10095,107452,4,0,21.6916,17.6784,2,20.2438,17.3736,,0,21.6916,17.6784,2
3,2007,1032,10095,107452,4,0,22.5806,17.9832,2,21.6916,17.6784,,0,22.5806,17.9832,2
4,2012,1032,10095,107452,4,0,23.3172,18.288,1,22.5806,17.9832,,0,23.3172,18.288,1
1,1997,1032,10095,107453,4,0,20.5994,16.764,1,,,,0,20.5994,16.764,1
2,2002,1032,10095,107453,4,0,21.3106,17.3736,2,20.5994,16.764,,0,21.3106,17.3736,2
3,2007,1032,10095,107453,4,0,21.4884,17.3736,2,21.3106,17.3736,,0,21.4884,17.3736,2
4,2012,1032,10095,107453,4,0,21.8948,17.3736,2,21.4884,17.3736,,0,21.8948,17.3736,2
1,1997,1032,10095,107454,4,0,25.7048,15.5448,1,,,,0,25.7048,15.5448,1
2,2002,1032,10095,107454,4,0,26.5176,16.4592,2,25.7048,15.5448,,0,26.5176,16.4592,2
3,2007,1032,10095,107454,4,0,27.0256,16.764,1,26.5176,16.4592,,0,27.0256,16.764,1
4,2012,1032,10095,107454,4,0,27.3558,16.764,2,27.0256,16.764,,0,27.3558,16.764,2
1,1997,1032,10095,107456,4,0,19.4056,16.764,2,,,,0,19.4056,16.764,2
2,2002,1032,10095,107456,4,0,20.5994,17.6784,2,19.4056,16.764,,0,20.5994,17.6784,2
3,2007,1032,10095,107456,4,0,21.3868,17.3736,2,20.5994,17.6784,,0,21.3868,17.3736,2
4,2012,1032,10095,107456,4,0,21.9456,17.3736,2,21.3868,17.3736,,0,21.9456,17.3736,2
1,1997,1032,10095,107457,4,0,13.9446,14.6304,2,,,,0,13.9446,14.6304,2
2,2002,1032,10095,107457,4,0,14.6304,16.764,2,13.9446,14.6304,,0,14.6304,16.764,2
1,1997,1032,10095,107458,4,0,12.3444,14.9352,2,,,,0,12.3444,14.9352,2
1,1997,1032,10095,107459,4,0,11.9888,14.0208,3,,,,0,11.9888,14.0208,3
1,1997,1032,10095,107460,4,0,13.589,16.764,2,,,,0,13.589,16.764,2
1,1997,1032,10095,107461,4,0,14.1478,15.8496,2,,,,0,14.1478,15.8496,2
1,1997,1032,10095,107462,4,0,16.6878,15.24,2,,,,0,16.6878,15.24,2
2,2002,1032,10095,107462,4,0,17.1704,16.1544,2,16.6878,15.24,,0,17.1704,16.1544,2
3,2007,1032,10095,107462,4,0,17.3736,16.4592,2,17.1704,16.1544,,0,17.3736,16.4592,2
1,1997,1032,10095,107463,4,0,10.414,9.4488,4,,,,0,10.414,9.4488,4
2,2002,1032,10095,107463,4,0,10.6172,9.7536,4,10.414,9.4488,,0,10.6172,9.7536,4
1,1997,1032,10095,107464,4,0,11.6078,14.9352,3,,,,0,11.6078,14.9352,3
2,2002,1032,10095,107464,4,0,12.1666,15.8496,3,11.6078,14.9352,,0,12.1666,15.8496,3
3,2007,1032,10095,107464,4,0,12.5984,17.0688,2,12.1666,15.8496,,0,12.5984,17.0688,2
1,1997,1032,10095,107465,4,0,18.4658,15.5448,2,,,,0,18.4658,15.5448,2
2,2002,1032,10095,107465,4,0,19.3548,16.1544,2,18.4658,15.5448,,0,19.3548,16.1544,2
3,2007,1032,10095,107465,4,0,19.8374,17.0688,2,19.3548,16.1544,,0,19.8374,17.0688,2
4,2012,1032,10095,107465,4,0,20.447,17.0688,2,19.8374,17.0688,,0,20.447,17.0688,2
1,1997,1032,10095,107467,4,0,20.9296,12.8016,2,,,,0,20.9296,12.8016,2
2,2002,1032,10095,107467,4,0,21.4122,16.1544,2,20.9296,12.8016,,0,21.4122,16.1544,2
3,2007,1032,10095,107467,4,0,21.717,16.764,2,21.4122,16.1544,,0,21.717,16.764,2
4,2012,1032,10095,107467,4,0,22.0472,13.4112,3,21.717,16.764,,0,22.0472,13.4112,3
1,1997,1032,10095,107468,4,0,26.8224,18.288,1,,,,0,26.8224,18.288,1
2,2002,1032,10095,107468,4,0,28.5242,17.0688,2,26.8224,18.288,,0,28.5242,17.0688,2
1,1997,1032,10095,107469,4,0,24.638,14.6304,1,,,,0,24.638,14.6304,1
1,1997,1032,10095,107470,4,0,8.3058,8.5344,4,,,,0,8.3058,8.5344,4
1,1997,1032,10095,107471,4,0,12.192,12.4968,2,,,,0,12.192,12.4968,2
1,1997,1032,10095,107472,4,0,13.5636,14.0208,2,,,,0,13.5636,14.0208,2
2,2002,1032,10095,107472,4,0,14.2494,16.1544,3,13.5636,14.0208,,0,14.2494,16.1544,3
3,2007,1032,10095,107472,4,0,14.5542,16.1544,2,14.2494,16.1544,,0,14.5542,16.1544,2
4,2012,1032,10095,107472,4,0,15.0114,16.4592,3,14.5542,16.1544,,0,15.0114,16.4592,3
1,1997,1032,10095,107473,4,0,15.8496,14.9352,1,,,,0,15.8496,14.9352,1
2,2002,1032,10095,107473,4,0,16.9926,17.6784,2,15.8496,14.9352,,0,16.9926,17.6784,2
3,2007,1032,10095,107473,4,0,17.7546,18.288,2,16.9926,17.6784,,0,17.7546,18.288,2
1,1997,1032,10095,107474,4,0,10.0838,12.8016,3,,,,0,10.0838,12.8016,3
1,1997,1032,10095,107475,4,0,12.7,14.3256,2,,,,0,12.7,14.3256,2
2,2002,1032,10095,107475,4,0,13.6398,17.3736,2,12.7,14.3256,,0,13.6398,17.3736,2
3,2007,1032,10095,107475,4,0,14.2748,18.288,2,13.6398,17.3736,,0,14.2748,18.288,2
1,1997,1032,10095,107476,4,0,17.5768,13.716,2,,,,0,17.5768,13.716,2
2,2002,1032,10095,107476,4,0,18.2626,15.5448,2,17.5768,13.716,,0,18.2626,15.5448,2
3,2007,1032,10095,107476,4,0,18.542,16.1544,2,18.2626,15.5448,,0,18.542,16.1544,2
4,2012,1032,10095,107476,4,0,18.8214,16.1544,3,18.542,16.1544,,0,18.8214,16.1544,3
1,1997,1032,10095,107477,4,0,11.303,10.9728,3,,,,0,11.303,10.9728,3
2,2002,1032,10095,107477,4,0,11.303,13.1064,3,11.303,10.9728,,0,11.303,13.1064,3
1,1997,1032,10095,107478,4,0,23.3934,16.1544,1,,,,0,23.3934,16.1544,1
2,2002,1032,10095,107478,4,0,23.8506,14.9352,2,23.3934,16.1544,,0,23.8506,14.9352,2
4,2012,1032,10095,107478,4,0,24.6888,16.764,2,24.3586,0,,0,24.6888,16.764,2
1,1997,1032,10095,107479,4,0,19.939,12.4968,2,,,,0,19.939,12.4968,2
2,2002,1032,10095,107479,4,0,20.2438,12.192,2,19.939,12.4968,,0,20.2438,12.192,2
3,2007,1032,10095,107479,4,0,20.2692,12.4968,2,20.2438,12.192,,0,20.2692,12.4968,2
1,1997,1032,10095,107480,4,0,16.0274,15.5448,2,,,,0,16.0274,15.5448,2
2,2002,1032,10095,107480,4,0,17.653,15.5448,2,16.0274,15.5448,,0,17.653,15.5448,2
3,2007,1032,10095,107480,4,0,18.2372,16.1544,2,17.653,15.5448,,0,18.2372,16.1544,2
4,2012,1032,10095,107480,4,0,19.2024,17.6784,2,18.2372,16.1544,,0,19.2024,17.6784,2
1,1997,1032,10095,107481,4,0,14.5796,17.0688,2,,,,0,14.5796,17.0688,2
1,1997,1032,10095,107482,4,0,19.1008,15.5448,1,,,,0,19.1008,15.5448,1
2,2002,1032,10095,107482,4,0,20.0152,15.5448,2,19.1008,15.5448,,0,20.0152,15.5448,2
3,2007,1032,10095,107482,4,0,20.4978,15.8496,2,20.0152,15.5448,,0,20.4978,15.8496,2
4,2012,1032,10095,107482,4,0,21.1328,17.0688,2,20.4978,15.8496,,0,21.1328,17.0688,2
1,1997,1032,10095,107483,4,0,10.668,13.4112,3,,,,0,10.668,13.4112,3
2,2002,1032,10095,107483,4,0,10.8966,12.4968,3,10.668,13.4112,,0,10.8966,12.4968,3
1,1997,1032,10095,107484,4,0,10.0584,12.192,3,,,,0,10.0584,12.192,3
2,2002,1032,10095,107484,4,0,10.4394,13.4112,3,10.0584,12.192,,0,10.4394,13.4112,3
3,2007,1032,10095,107484,4,0,10.5156,13.4112,3,10.4394,13.4112,,0,10.5156,13.4112,3
4,2012,1032,10095,107484,4,0,10.7442,13.4112,3,10.5156,13.4112,,0,10.7442,13.4112,3
1,1997,1032,10095,107486,4,0,11.6586,13.4112,2,,,,0,11.6586,13.4112,2
2,2002,1032,10095,107486,4,0,11.938,14.6304,3,11.6586,13.4112,,0,11.938,14.6304,3
3,2007,1032,10095,107486,4,0,12.065,13.1064,3,11.938,14.6304,,0,12.065,13.1064,3
1,1997,1032,10095,107488,4,0,14.6812,13.716,2,,,,0,14.6812,13.716,2
2,2002,1032,10095,107488,4,0,15.4178,15.8496,2,14.6812,13.716,,0,15.4178,15.8496,2
1,1997,1032,10095,107489,4,0,15.24,13.716,2,,,,0,15.24,13.716,2
2,2002,1032,10095,107489,4,0,15.9766,15.5448,2,15.24,13.716,,0,15.9766,15.5448,2
1,1997,1032,10095,107490,4,0,15.3162,13.4112,2,,,,0,15.3162,13.4112,2
2,2002,1032,10095,107490,4,0,16.0782,14.9352,2,15.3162,13.4112,,0,16.0782,14.9352,2
3,2007,1032,10095,107490,4,0,16.5354,14.9352,2,16.0782,14.9352,,0,16.5354,14.9352,2
4,2012,1032,10095,107490,4,0,17.1196,14.9352,3,16.5354,14.9352,,0,17.1196,14.9352,3
1,1997,1032,10095,107491,4,0,15.3416,13.1064,2,,,,0,15.3416,13.1064,2
2,2002,1032,10095,107491,4,0,16.1798,15.5448,2,15.3416,13.1064,,0,16.1798,15.5448,2
3,2007,1032,10095,107491,4,0,16.7386,16.1544,2,16.1798,15.5448,,0,16.7386,16.1544,2
4,2012,1032,10095,107491,4,0,17.526,16.4592,3,16.7386,16.1544,,0,17.526,16.4592,3
1,1997,1032,10095,107492,4,0,14.1986,13.4112,2,,,,0,14.1986,13.4112,2
2,2002,1032,10095,107492,4,0,15.0622,14.6304,2,14.1986,13.4112,,0,15.0622,14.6304,2
1,1997,1032,10095,107493,4,0,10.16,11.2776,2,,,,0,10.16,11.2776,2
2,2002,1032,10095,107493,4,0,10.414,14.3256,3,10.16,11.2776,,0,10.414,14.3256,3
3,2007,1032,10095,107493,4,0,10.414,14.3256,3,10.414,14.3256,,0,10.414,14.3256,3
1,1997,1032,10095,107494,4,0,9.2964,10.0584,4,,,,0,9.2964,10.0584,4
2,2002,1032,10095,107494,4,0,9.525,10.9728,3,9.2964,10.0584,,0,9.525,10.9728,3
