plot,site,aspen_biomass,birch_biomass,ws_biomass,bs_biomass,balsamp_biomass,total_biomass,allbutaspen_biomass,relative_aspen_biomass,relative_allbutaspen_biomass,aspen_stems/ha,birch_stems/ha,ws_stems/ha,bs_stems/ha,balsamp_stems/ha,total_stems/ha,allbutaspen_stems/ha,relative_aspen_density,relative_allbutaspen_density,IV_aspen,IV_others,time period,year
10300,1101,0,NA,6.27703025,NA,1.570645819,7.847676069,7.847676069,0,100,0,NA,222.3946467,NA,24.7105163,247.105163,247.105163,0,100,0,200,T4,2015
10307,1104,22.44370218,NA,30.89159794,0.290130514,NA,53.62543063,31.18172845,41.85272158,58.14727842,790.7365216,NA,172.9736141,24.7105163,NA,988.420652,197.6841304,80,20,121.8527216,78.14727842,T1,2000
10307,1104,19.37286507,NA,35.26052209,0.908096914,NA,55.54148407,36.168619,34.87999176,65.12000824,617.7629075,NA,172.9736141,74.1315489,NA,864.8680705,247.105163,71.42857143,28.57142857,106.3085632,93.69143681,T2,2005
10307,1104,7.380010535,NA,41.18651835,0.641179237,NA,49.20770812,41.82769759,14.99767174,85.00232826,148.2630978,NA,197.6841304,49.4210326,NA,395.3682608,247.105163,37.5,62.5,52.49767174,147.5023283,T3,2010
10307,1104,2.904592975,NA,46.71823039,1.010660027,NA,50.63348339,47.72889042,5.73650632,94.26349368,49.4210326,NA,197.6841304,74.1315489,NA,321.2367119,271.8156793,15.38461538,84.61538462,21.1211217,178.8788783,T4,2015
10308,1104,25.28742956,0.917301613,20.5978356,NA,NA,46.80256677,21.51513721,54.03000584,45.96999416,716.6049727,24.7105163,148.2630978,NA,NA,889.5785868,172.9736141,80.55555556,19.44444444,134.5855614,65.41443861,T1,2000
10308,1104,17.33801912,1.118544397,22.94066472,NA,NA,41.39722824,24.05920912,41.88207728,58.11792272,395.3682608,24.7105163,148.2630978,NA,NA,568.3418749,172.9736141,69.56521739,30.43478261,111.4472947,88.55270533,T2,2005
10308,1104,6.580180901,1.299536762,25.29718941,NA,NA,33.17690707,26.59672617,19.83361766,80.16638234,123.5525815,24.7105163,148.2630978,NA,NA,296.5261956,172.9736141,41.66666667,58.33333333,61.50028433,138.4997157,T3,2010
10308,1104,0,1.954833102,29.10364533,NA,NA,31.05847843,31.05847843,0,100,0,49.4210326,148.2630978,NA,NA,197.6841304,197.6841304,0,100,0,200,T4,2015
10309,1104,55.26221368,NA,36.65772625,0,NA,91.91993993,36.65772625,60.11994103,39.88005897,494.210326,NA,296.5261956,0,NA,790.7365216,296.5261956,62.5,37.5,122.619941,77.38005897,T1,2000
10309,1104,56.32284781,NA,42.24478057,0,NA,98.56762838,42.24478057,57.14132392,42.85867608,494.210326,NA,296.5261956,0,NA,790.7365216,296.5261956,62.5,37.5,119.6413239,80.35867608,T2,2005
10309,1104,44.29722394,NA,48.92534387,0,NA,93.22256781,48.92534387,47.51770411,52.48229589,345.9472282,NA,321.2367119,0,NA,667.1839401,321.2367119,51.85185185,48.14814815,99.36955597,100.630444,T3,2010
10309,1104,37.62265737,NA,57.70019736,0.33352021,NA,95.65637494,58.03371757,39.33105075,60.66894925,247.105163,NA,321.2367119,24.7105163,NA,593.0523912,345.9472282,41.66666667,58.33333333,80.99771741,119.0022826,T4,2015
